,player_name,position,games,at_bats,runs,hits,doubles,triples,home_runs,RBI,walks,strikeouts,stolen base ,caught_stealing,AVG,on_base_%,slugging_%,OPS
1827,R Ruffing,P,882.0,1937.0,209.0,521.0,98.0,13.0,36.0,273.0,97.0,266,1.0,1,0.269,0.306,0.389,0.695
1828,B Fothergill,LF,1105.0,3269.0,452.0,1064.0,225.0,52.0,36.0,582.0,202.0,177,42.0,52,0.325,0.368,0.459,0.827
1829,S Leslie,1B,823.0,2460.0,311.0,749.0,123.0,28.0,36.0,389.0,216.0,118,14.0,--,0.304,0.366,0.421,0.787
1830,M Vail,RF,665.0,1604.0,146.0,447.0,71.0,11.0,34.0,219.0,81.0,317,3.0,17,0.279,0.313,0.4,0.713
1831,G Adams,DH,661.0,1617.0,152.0,452.0,79.0,5.0,34.0,225.0,111.0,183,6.0,10,0.28,0.324,0.398,0.722
1832,M Cubbage,3B,703.0,1951.0,218.0,503.0,74.0,20.0,34.0,251.0,215.0,233,6.0,15,0.258,0.33,0.369,0.699
1833,L Rivas,2B,648.0,2101.0,286.0,541.0,92.0,29.0,34.0,201.0,126.0,316,81.0,25,0.257,0.303,0.377,0.68
1834,T Helms,2B,1435.0,4997.0,414.0,1342.0,223.0,21.0,34.0,477.0,231.0,301,33.0,40,0.269,0.3,0.342,0.642
1835,W Newson,RF,489.0,992.0,156.0,248.0,40.0,4.0,34.0,120.0,196.0,292,14.0,3,0.25,0.374,0.401,0.775
1836,T Savage,LF,642.0,1375.0,202.0,321.0,51.0,11.0,34.0,163.0,200.0,272,49.0,24,0.233,0.334,0.361,0.695
1837,R Mack,2B,791.0,2707.0,273.0,629.0,113.0,24.0,34.0,278.0,261.0,365,35.0,17,0.232,0.301,0.33,0.631
1838,T Cruz,SS,544.0,1526.0,133.0,336.0,58.0,6.0,34.0,154.0,59.0,317,9.0,24,0.22,0.251,0.333,0.584
1839,J Branson,3B,694.0,1555.0,173.0,383.0,72.0,11.0,34.0,156.0,122.0,312,9.0,5,0.246,0.3,0.372,0.672
1840,J Russell,C,448.0,1087.0,113.0,245.0,50.0,3.0,34.0,129.0,84.0,355,3.0,3,0.225,0.282,0.371,0.653
1841,B Bradley,3B,1231.0,5430.0,754.0,1471.0,275.0,84.0,34.0,552.0,290.0,18,181.0,--,0.271,0.317,0.371,0.688
1842,T Corcoran,SS,764.0,8804.0,1184.0,2252.0,289.0,155.0,34.0,1135.0,382.0,205,387.0,--,0.256,0.289,0.335,0.624
1843,J Fields,3B,217.0,713.0,95.0,167.0,25.0,3.0,34.0,107.0,69.0,235,3.0,4,0.234,0.303,0.421,0.724
1844,C Ross,LF,413.0,1309.0,156.0,316.0,53.0,21.0,34.0,170.0,124.0,281,6.0,--,0.241,0.309,0.392,0.701
1845,S Fletcher,SS,1612.0,5258.0,688.0,1376.0,243.0,38.0,34.0,510.0,514.0,541,99.0,58,0.262,0.332,0.342,0.674
1846,F Fennelly,SS,786.0,3042.0,609.0,781.0,102.0,82.0,34.0,408.0,378.0,78,175.0,--,0.257,0.345,0.378,0.723
1847,H Landrith,C,772.0,1929.0,179.0,450.0,69.0,5.0,34.0,203.0,253.0,188,5.0,12,0.233,0.32,0.327,0.647
1848,K Wood,RF,342.0,995.0,110.0,223.0,52.0,7.0,34.0,143.0,102.0,141,1.0,7,0.224,0.298,0.393,0.691
1849,B Wallace,SS,1741.0,8618.0,1057.0,2309.0,391.0,143.0,34.0,1121.0,774.0,79,201.0,2,0.268,0.332,0.358,0.69
1850,A Cianfrocco,1B,500.0,1276.0,136.0,308.0,59.0,7.0,34.0,185.0,80.0,360,16.0,3,0.241,0.292,0.379,0.671
1851,T Tarasco,LF,457.0,1006.0,151.0,241.0,46.0,5.0,34.0,118.0,106.0,171,39.0,10,0.24,0.313,0.397,0.71
1852,E Ott,C,567.0,1792.0,196.0,465.0,76.0,10.0,33.0,195.0,138.0,254,14.0,16,0.259,0.311,0.368,0.679
1853,I Murrell,LF,564.0,1306.0,126.0,308.0,41.0,15.0,33.0,123.0,44.0,342,20.0,13,0.236,0.265,0.366,0.631
1854,W Keeler,RF,1160.0,8591.0,1719.0,2932.0,241.0,145.0,33.0,810.0,524.0,36,495.0,--,0.341,0.388,0.415,0.803
1855,L Bierbauer,2B,1383.0,5706.0,819.0,1521.0,208.0,95.0,33.0,835.0,268.0,129,206.0,--,0.267,0.301,0.354,0.655
1856,D Johnston,CF,746.0,2992.0,453.0,751.0,109.0,68.0,33.0,386.0,133.0,283,151.0,--,0.251,0.285,0.366,0.651
1857,D Murphy,3B,335.0,838.0,102.0,178.0,46.0,4.0,33.0,119.0,64.0,264,7.0,4,0.212,0.279,0.395,0.674
1858,A Almora,RF,600.0,1491.0,189.0,386.0,76.0,5.0,33.0,163.0,86.0,290,7.0,6,0.259,0.3,0.383,0.683
1859,L Milledge,CF,433.0,1500.0,166.0,404.0,73.0,8.0,33.0,167.0,104.0,287,40.0,20,0.269,0.328,0.395,0.723
1860,W Williams,RF,842.0,2373.0,284.0,640.0,106.0,11.0,33.0,173.0,126.0,211,34.0,19,0.27,0.31,0.365,0.675
1861,K Hunt,CF,310.0,782.0,107.0,177.0,42.0,4.0,33.0,111.0,85.0,222,9.0,4,0.226,0.303,0.417,0.72
1862,K Blanks,LF,278.0,827.0,110.0,199.0,42.0,2.0,33.0,111.0,83.0,275,6.0,2,0.241,0.322,0.416,0.738
1863,W Aybar,3B,405.0,1219.0,137.0,315.0,68.0,2.0,33.0,157.0,142.0,206,7.0,5,0.258,0.341,0.399,0.74
1864,B Stinson,C,652.0,1634.0,166.0,408.0,61.0,7.0,33.0,180.0,201.0,254,8.0,10,0.25,0.337,0.356,0.693
1865,B Harris,SS,529.0,1694.0,208.0,434.0,99.0,7.0,33.0,167.0,132.0,343,5.0,5,0.256,0.314,0.381,0.695
1866,T Whitfield,OF,730.0,1913.0,233.0,537.0,93.0,12.0,33.0,179.0,138.0,288,18.0,25,0.281,0.33,0.394,0.724
1867,F Beck,1B,358.0,2130.0,191.0,536.0,78.0,27.0,33.0,251.0,122.0,193,31.0,--,0.252,0.301,0.36,0.661
1868,T Austin,1B,209.0,521.0,75.0,114.0,20.0,1.0,33.0,91.0,54.0,215,4.0,2,0.219,0.292,0.451,0.743
1869,J DaVanon,RF,528.0,1288.0,205.0,333.0,57.0,13.0,33.0,150.0,185.0,268,59.0,23,0.259,0.349,0.4,0.749
1870,M Mahtook,CF,291.0,884.0,112.0,208.0,33.0,9.0,33.0,97.0,59.0,255,14.0,5,0.235,0.292,0.405,0.697
1871,A Luplow,RF,481.0,1243.0,147.0,292.0,34.0,6.0,33.0,125.0,127.0,213,8.0,11,0.235,0.311,0.352,0.663
1872,C Woodward,SS,659.0,1706.0,211.0,408.0,87.0,14.0,33.0,191.0,137.0,400,9.0,6,0.239,0.296,0.365,0.661
1873,R Langerhans,LF,597.0,1250.0,177.0,283.0,58.0,12.0,33.0,125.0,192.0,388,11.0,8,0.226,0.333,0.371,0.704
1874,C Gillaspie,3B,513.0,1424.0,147.0,357.0,73.0,14.0,33.0,158.0,107.0,245,1.0,8,0.251,0.304,0.391,0.695
1875,L Webster,C,587.0,1450.0,157.0,368.0,73.0,2.0,33.0,176.0,140.0,209,1.0,3,0.254,0.324,0.375,0.699
1876,C Garcia,2B,610.0,2178.0,274.0,580.0,102.0,17.0,33.0,197.0,115.0,340,73.0,33,0.266,0.307,0.374,0.681
1877,S Cooper,3B,592.0,1801.0,197.0,478.0,94.0,12.0,33.0,211.0,193.0,299,7.0,10,0.265,0.337,0.386,0.723
1878,B Warren,C,377.0,989.0,97.0,217.0,26.0,7.0,33.0,104.0,129.0,177,1.0,--,0.219,0.313,0.36,0.673
1879,N Aoki,RF,759.0,2716.0,377.0,774.0,135.0,22.0,33.0,219.0,234.0,258,98.0,44,0.285,0.35,0.387,0.737
1880,P Collins,C,544.0,1204.0,147.0,306.0,46.0,6.0,33.0,168.0,235.0,202,4.0,5,0.254,0.378,0.385,0.763
1881,A Slater,CF,461.0,1120.0,162.0,286.0,47.0,9.0,33.0,133.0,134.0,352,43.0,4,0.255,0.345,0.402,0.747
1882,H Lee,LF,752.0,2750.0,316.0,755.0,144.0,40.0,33.0,323.0,203.0,225,15.0,--,0.275,0.326,0.392,0.718
1883,P Severino,C,370.0,1113.0,107.0,261.0,51.0,1.0,33.0,134.0,107.0,290,5.0,1,0.235,0.306,0.371,0.677
1884,J Essian,C,710.0,1855.0,194.0,453.0,85.0,3.0,33.0,207.0,231.0,171,9.0,13,0.244,0.327,0.347,0.674
1885,C Worthington,3B,393.0,1234.0,126.0,284.0,50.0,0.0,33.0,144.0,162.0,264,3.0,6,0.23,0.322,0.351,0.673
1886,R Paulino,C,573.0,1867.0,181.0,508.0,93.0,1.0,33.0,216.0,145.0,328,4.0,2,0.272,0.324,0.376,0.7
1887,S Taylor,C,473.0,1263.0,127.0,309.0,47.0,9.0,33.0,147.0,122.0,181,3.0,2,0.245,0.313,0.375,0.688
1888,G Miller,C,1317.0,5167.0,839.0,1380.0,192.0,57.0,33.0,567.0,467.0,129,260.0,--,0.267,0.333,0.345,0.678
1889,A Cintron,SS,680.0,2056.0,244.0,565.0,104.0,21.0,33.0,222.0,112.0,230,18.0,14,0.275,0.313,0.394,0.707
1890,J Cave,LF,337.0,929.0,130.0,217.0,43.0,10.0,33.0,118.0,66.0,331,6.0,4,0.234,0.296,0.408,0.704
1891,D Richardson,2B,1131.0,4451.0,676.0,1129.0,149.0,52.0,32.0,558.0,283.0,289,225.0,--,0.254,0.301,0.332,0.633
1892,D Bancroft,SS,1913.0,7182.0,1048.0,2004.0,320.0,77.0,32.0,591.0,827.0,487,145.0,75,0.279,0.355,0.358,0.713
1893,J Kennedy,3B,856.0,2110.0,237.0,475.0,77.0,17.0,32.0,185.0,142.0,461,14.0,10,0.225,0.281,0.323,0.604
1894,R Katt,C,417.0,1071.0,92.0,248.0,29.0,4.0,32.0,120.0,74.0,164,2.0,2,0.232,0.282,0.356,0.638
1895,Y S?nchez,3B,675.0,2276.0,253.0,552.0,113.0,24.0,32.0,217.0,165.0,532,30.0,25,0.243,0.299,0.355,0.654
1896,B Wilson,OF,224.0,654.0,87.0,145.0,23.0,1.0,32.0,77.0,72.0,136,2.0,4,0.222,0.308,0.407,0.715
1897,T Jordan,1B,543.0,1813.0,220.0,474.0,74.0,24.0,32.0,232.0,254.0,2,48.0,--,0.261,0.355,0.382,0.737
1898,Q Veras,2B,767.0,2780.0,469.0,750.0,129.0,15.0,32.0,239.0,427.0,462,183.0,83,0.27,0.372,0.362,0.734
1899,J Wilson,C,1525.0,4778.0,580.0,1358.0,252.0,32.0,32.0,621.0,356.0,280,86.0,9,0.284,0.336,0.37,0.706
1900,D Siebert,1B,1035.0,3917.0,439.0,1104.0,204.0,40.0,32.0,482.0,276.0,185,30.0,32,0.282,0.332,0.379,0.711
1901,D James,LF,917.0,2708.0,362.0,781.0,142.0,21.0,32.0,266.0,318.0,307,43.0,38,0.288,0.364,0.392,0.756
1902,D Jackson,2B,827.0,2209.0,332.0,536.0,121.0,17.0,32.0,198.0,245.0,517,133.0,39,0.243,0.323,0.356,0.679
1903,C Hurdle,RF,515.0,1391.0,162.0,360.0,81.0,12.0,32.0,193.0,176.0,261,1.0,6,0.259,0.341,0.403,0.744
1904,B O'Brien,1B,356.0,1424.0,164.0,364.0,59.0,22.0,32.0,206.0,59.0,88,26.0,--,0.256,0.289,0.395,0.684
1905,A Barnes,C,488.0,1161.0,175.0,260.0,52.0,3.0,32.0,138.0,164.0,300,18.0,5,0.224,0.332,0.357,0.689
1906,H Lobert,3B,1321.0,4563.0,640.0,1252.0,159.0,82.0,32.0,482.0,395.0,156,316.0,15,0.274,0.337,0.366,0.703
1907,P Young,2B,731.0,2466.0,274.0,645.0,128.0,34.0,32.0,347.0,152.0,312,18.0,--,0.262,0.308,0.38,0.688
1908,M Smith,LF,414.0,959.0,125.0,233.0,51.0,3.0,32.0,130.0,97.0,211,15.0,5,0.243,0.316,0.403,0.719
1909,J Lis,1B,356.0,780.0,96.0,182.0,31.0,1.0,32.0,92.0,110.0,209,1.0,3,0.233,0.332,0.399,0.731
1910,T Foley,SS,1108.0,2708.0,248.0,661.0,134.0,20.0,32.0,263.0,232.0,387,32.0,29,0.244,0.303,0.344,0.647
1911,A Fletcher,SS,1537.0,5541.0,684.0,1534.0,238.0,77.0,32.0,675.0,203.0,348,159.0,28,0.277,0.319,0.365,0.684
1912,M Morandini,2B,1298.0,4558.0,597.0,1222.0,209.0,54.0,32.0,351.0,437.0,714,123.0,45,0.268,0.338,0.359,0.697
1913,M Lemke,2B,1069.0,3230.0,349.0,795.0,125.0,15.0,32.0,270.0,348.0,341,11.0,19,0.246,0.317,0.324,0.641
1914,D Collins,LF,1701.0,4907.0,667.0,1335.0,187.0,52.0,32.0,373.0,467.0,661,395.0,139,0.272,0.338,0.351,0.689
1915,S Evans,RF,682.0,3359.0,478.0,963.0,175.0,67.0,32.0,466.0,359.0,299,86.0,--,0.287,0.374,0.407,0.781
1916,W English,SS,1262.0,4746.0,801.0,1356.0,236.0,52.0,32.0,422.0,571.0,536,57.0,--,0.286,0.366,0.378,0.744
1917,J Mokan,LF,582.0,1936.0,282.0,563.0,98.0,17.0,32.0,273.0,206.0,150,26.0,22,0.291,0.364,0.409,0.773
1918,G Larkin,1B,758.0,2321.0,275.0,618.0,131.0,12.0,32.0,266.0,268.0,278,23.0,17,0.266,0.348,0.374,0.722
1919,N Larker,1B,667.0,1953.0,227.0,538.0,97.0,15.0,32.0,271.0,211.0,165,3.0,5,0.275,0.347,0.39,0.737
1920,J Early,C,747.0,2208.0,216.0,532.0,98.0,23.0,32.0,264.0,281.0,259,7.0,8,0.241,0.33,0.35,0.68
1921,A Clark,RF,358.0,1021.0,131.0,267.0,48.0,4.0,32.0,149.0,72.0,70,2.0,5,0.262,0.312,0.41,0.722
1922,G Bird,1B,186.0,611.0,75.0,129.0,32.0,1.0,32.0,98.0,74.0,189,0.0,0,0.211,0.301,0.424,0.725
1923,D Miller,1B,1591.0,5805.0,711.0,1526.0,232.0,108.0,32.0,715.0,391.0,454,177.0,30,0.263,0.314,0.357,0.671
1924,B Buchanan,RF,346.0,767.0,105.0,198.0,37.0,3.0,32.0,103.0,73.0,210,9.0,7,0.258,0.328,0.439,0.767
1925,A Torres,CF,650.0,1910.0,277.0,462.0,113.0,29.0,32.0,174.0,205.0,476,77.0,29,0.242,0.317,0.382,0.699
1926,A Vaughn,1B,265.0,941.0,117.0,240.0,53.0,1.0,32.0,128.0,73.0,200,1.0,1,0.255,0.317,0.416,0.733
1927,J India,2B,256.0,929.0,150.0,244.0,51.0,4.0,32.0,111.0,104.0,237,16.0,7,0.263,0.358,0.429,0.787
1928,B Metheny,RF,376.0,1390.0,187.0,344.0,52.0,5.0,31.0,156.0,149.0,122,12.0,10,0.247,0.323,0.359,0.682
1929,M Owen,3B,1011.0,3782.0,473.0,1040.0,167.0,44.0,31.0,497.0,338.0,283,30.0,30,0.275,0.339,0.367,0.706
1930,M LaPorta,1B,291.0,967.0,106.0,230.0,53.0,2.0,31.0,120.0,82.0,223,3.0,0,0.238,0.301,0.393,0.694
1931,H Conger,C,373.0,1013.0,94.0,224.0,50.0,2.0,31.0,114.0,97.0,267,0.0,4,0.221,0.294,0.366,0.66
1932,B Shindle,3B,1422.0,5807.0,992.0,1561.0,226.0,97.0,31.0,758.0,388.0,240,318.0,--,0.269,0.323,0.357,0.68
1933,E Dukes,CF,240.0,824.0,113.0,199.0,39.0,8.0,31.0,123.0,129.0,197,18.0,18,0.242,0.349,0.421,0.77
1934,B Kerr,SS,1067.0,3631.0,376.0,903.0,145.0,25.0,31.0,333.0,324.0,280,38.0,0,0.249,0.312,0.328,0.64
1935,C Carroll,LF,991.0,3972.0,729.0,995.0,125.0,47.0,31.0,423.0,361.0,290,197.0,--,0.251,0.32,0.329,0.649
1936,F Kendall,C,877.0,2576.0,170.0,603.0,86.0,11.0,31.0,244.0,189.0,240,5.0,5,0.234,0.285,0.312,0.597
1937,R Guzm?n,1B,246.0,743.0,91.0,167.0,39.0,3.0,31.0,104.0,73.0,243,3.0,2,0.225,0.302,0.41,0.712
1938,D Strange,3B,707.0,1859.0,194.0,434.0,87.0,7.0,31.0,211.0,155.0,330,14.0,15,0.233,0.295,0.338,0.633
1939,L Berberet,C,448.0,1224.0,118.0,281.0,34.0,10.0,31.0,153.0,200.0,195,2.0,3,0.23,0.337,0.35,0.687
1940,N Williams,OF,294.0,836.0,109.0,210.0,30.0,7.0,31.0,110.0,57.0,255,4.0,4,0.251,0.312,0.415,0.727
1941,D Wise,CF,576.0,1109.0,149.0,253.0,45.0,16.0,31.0,115.0,46.0,245,55.0,13,0.228,0.264,0.381,0.645
1942,J Hornung,LF,1123.0,4784.0,788.0,1230.0,172.0,90.0,31.0,564.0,120.0,498,159.0,--,0.257,0.277,0.35,0.627
1943,S Le?n,C,535.0,1508.0,154.0,316.0,60.0,2.0,31.0,145.0,132.0,435,1.0,1,0.21,0.278,0.314,0.592
1944,D Barney,2B,814.0,2536.0,297.0,625.0,117.0,15.0,31.0,201.0,155.0,349,29.0,9,0.246,0.294,0.341,0.635
1945,P Herrera,1B,300.0,975.0,122.0,264.0,46.0,8.0,31.0,128.0,113.0,271,8.0,6,0.271,0.349,0.43,0.779
1946,T Brown,SS,494.0,1280.0,151.0,309.0,39.0,7.0,31.0,159.0,85.0,142,7.0,4,0.241,0.292,0.355,0.647
1947,R Hemsley,C,1593.0,5047.0,562.0,1321.0,257.0,72.0,31.0,555.0,357.0,395,29.0,18,0.262,0.311,0.36,0.671
1949,J Manto,3B,289.0,713.0,97.0,164.0,35.0,2.0,31.0,97.0,97.0,182,3.0,6,0.23,0.329,0.415,0.744
1950,R Nelson,1B,620.0,1394.0,186.0,347.0,61.0,14.0,31.0,173.0,130.0,94,7.0,3,0.249,0.317,0.379,0.696
1951,K Nieuwenhuis,CF,414.0,978.0,128.0,216.0,59.0,4.0,31.0,117.0,123.0,366,20.0,15,0.221,0.311,0.384,0.695
1952,M Alou,CF,1667.0,5789.0,780.0,1777.0,236.0,50.0,31.0,427.0,311.0,377,156.0,80,0.307,0.345,0.381,0.726
1953,J Bartlett,SS,892.0,3141.0,435.0,849.0,156.0,26.0,31.0,286.0,275.0,526,123.0,37,0.27,0.336,0.366,0.702
1954,J Stahl,1B,982.0,3425.0,405.0,894.0,149.0,87.0,31.0,437.0,221.0,1,178.0,--,0.261,0.323,0.382,0.705
1955,J Lagares,RF,850.0,2329.0,270.0,582.0,119.0,22.0,31.0,217.0,120.0,528,45.0,19,0.25,0.291,0.36,0.651
1956,C Salmon,2B,658.0,1667.0,202.0,415.0,70.0,6.0,31.0,149.0,89.0,233,46.0,24,0.249,0.29,0.354,0.644
1957,V Caratini,C,459.0,1190.0,127.0,276.0,49.0,0.0,31.0,146.0,123.0,296,3.0,1,0.232,0.316,0.351,0.667
1958,B Salkeld,C,356.0,850.0,111.0,232.0,39.0,2.0,31.0,132.0,182.0,101,6.0,0,0.273,0.402,0.433,0.835
1959,M Cross,SS,856.0,5821.0,718.0,1364.0,232.0,68.0,31.0,621.0,616.0,100,328.0,--,0.234,0.316,0.314,0.63
1960,D Green,1B,489.0,1398.0,168.0,374.0,48.0,18.0,31.0,180.0,84.0,278,68.0,35,0.268,0.308,0.394,0.702
1961,B Speake,OF,305.0,761.0,110.0,170.0,26.0,10.0,31.0,104.0,80.0,158,8.0,11,0.223,0.301,0.406,0.707
1962,E Grace,C,627.0,1877.0,169.0,493.0,83.0,10.0,31.0,251.0,185.0,130,1.0,--,0.263,0.331,0.367,0.698
1963,J Tinker,SS,1652.0,6434.0,774.0,1687.0,263.0,114.0,31.0,782.0,416.0,149,336.0,--,0.262,0.308,0.353,0.661
1964,C Tierney,2B,630.0,2299.0,266.0,681.0,119.0,30.0,31.0,331.0,109.0,187,28.0,31,0.296,0.332,0.415,0.747
1965,J Corkhill,CF,1086.0,4404.0,650.0,1120.0,110.0,80.0,31.0,631.0,174.0,80,137.0,--,0.254,0.288,0.337,0.625
1966,C Warwick,OF,530.0,1462.0,168.0,363.0,51.0,10.0,31.0,149.0,127.0,241,13.0,6,0.248,0.307,0.36,0.667
1967,M Mota,LF,1536.0,3779.0,496.0,1149.0,125.0,52.0,31.0,438.0,289.0,320,50.0,42,0.304,0.355,0.389,0.744
1968,L Bigbie,LF,392.0,1227.0,164.0,328.0,56.0,4.0,31.0,137.0,119.0,302,25.0,8,0.267,0.331,0.395,0.726
1969,J Liefer,1B,288.0,779.0,89.0,179.0,36.0,1.0,31.0,113.0,56.0,223,2.0,2,0.23,0.281,0.398,0.679
1970,D Foutz,1B,1135.0,4533.0,784.0,1253.0,186.0,91.0,31.0,749.0,300.0,136,280.0,--,0.276,0.323,0.378,0.701
1971,L Fonseca,1B,937.0,3404.0,518.0,1075.0,203.0,50.0,31.0,485.0,186.0,199,64.0,36,0.316,0.355,0.432,0.787
1972,E Kratz,C,335.0,881.0,76.0,184.0,36.0,0.0,31.0,105.0,47.0,208,1.0,0,0.209,0.256,0.355,0.611
1973,L Finney,RF,1270.0,4631.0,643.0,1329.0,203.0,85.0,31.0,494.0,329.0,186,39.0,45,0.287,0.336,0.388,0.724
1974,L Rengifo,2B,325.0,1118.0,127.0,263.0,42.0,7.0,31.0,106.0,84.0,236,12.0,8,0.235,0.295,0.369,0.664
1975,K Boswell,2B,930.0,2517.0,266.0,625.0,91.0,19.0,31.0,244.0,240.0,239,27.0,17,0.248,0.313,0.337,0.65
1976,J Lefebvre,RF,447.0,1091.0,139.0,281.0,52.0,13.0,31.0,130.0,139.0,204,11.0,9,0.258,0.344,0.414,0.758
1977,L Lee,LF,614.0,1617.0,173.0,404.0,83.0,13.0,31.0,152.0,133.0,315,19.0,14,0.25,0.307,0.375,0.682
1978,B Rodgers,C,932.0,3033.0,259.0,704.0,114.0,18.0,31.0,288.0,234.0,409,17.0,27,0.232,0.288,0.312,0.6
1979,D Engle,C,594.0,1643.0,201.0,431.0,88.0,13.0,31.0,181.0,120.0,190,5.0,5,0.262,0.311,0.388,0.699
1980,T Taylor,CF,250.0,664.0,89.0,160.0,36.0,6.0,31.0,101.0,45.0,170,9.0,3,0.241,0.303,0.453,0.756
1981,R Ducey,LF,703.0,1279.0,190.0,309.0,78.0,13.0,31.0,146.0,166.0,346,22.0,17,0.242,0.331,0.396,0.727
1982,A Romine,C,485.0,1352.0,141.0,311.0,64.0,1.0,31.0,166.0,69.0,366,4.0,1,0.23,0.268,0.348,0.616
1983,V Robles,CF,483.0,1485.0,196.0,347.0,73.0,10.0,31.0,146.0,101.0,400,58.0,23,0.234,0.307,0.359,0.666
1984,M Diaz,1B,293.0,683.0,70.0,169.0,27.0,2.0,31.0,102.0,71.0,128,1.0,2,0.247,0.319,0.429,0.748
1985,K Higashioka,C,223.0,620.0,71.0,124.0,25.0,0.0,31.0,88.0,37.0,170,0.0,1,0.2,0.245,0.39,0.635
1986,E Chavez,CF,1151.0,3149.0,385.0,849.0,140.0,34.0,30.0,266.0,180.0,356,106.0,42,0.27,0.308,0.364,0.672
1987,M Kingery,CF,819.0,2034.0,292.0,546.0,108.0,26.0,30.0,219.0,191.0,248,45.0,28,0.268,0.33,0.391,0.721
1988,R Hanigan,C,680.0,1959.0,192.0,492.0,71.0,1.0,30.0,214.0,255.0,290,1.0,1,0.251,0.344,0.334,0.678
1989,B Wine,SS,1164.0,3172.0,249.0,682.0,104.0,16.0,30.0,268.0,214.0,538,7.0,7,0.215,0.264,0.286,0.55
1990,T Kemp,2B,613.0,1585.0,220.0,386.0,75.0,12.0,30.0,158.0,185.0,260,38.0,12,0.244,0.33,0.363,0.693
1991,V Joshua,CF,822.0,2234.0,277.0,610.0,87.0,31.0,30.0,184.0,108.0,338,55.0,40,0.273,0.306,0.38,0.686
1992,C Culberson,3B,589.0,1211.0,140.0,300.0,61.0,8.0,30.0,145.0,68.0,337,21.0,10,0.248,0.293,0.386,0.679
1993,C Ransom,SS,383.0,752.0,111.0,160.0,47.0,2.0,30.0,105.0,88.0,274,6.0,3,0.213,0.303,0.4,0.703
1994,J Canavan,RF,539.0,2064.0,322.0,461.0,63.0,48.0,30.0,287.0,230.0,147,114.0,--,0.223,0.304,0.344,0.648
1995,C Jones,RF,548.0,1021.0,155.0,257.0,43.0,11.0,30.0,131.0,74.0,287,26.0,10,0.252,0.303,0.404,0.707
1996,R Santiago,SS,920.0,2436.0,295.0,592.0,85.0,18.0,30.0,214.0,203.0,420,30.0,15,0.243,0.314,0.33,0.644
1997,P Valaika,2B,374.0,802.0,91.0,177.0,34.0,1.0,30.0,92.0,47.0,235,1.0,3,0.221,0.264,0.378,0.642
1998,J Phillips,C,465.0,1382.0,138.0,344.0,77.0,0.0,30.0,168.0,111.0,170,0.0,5,0.249,0.314,0.37,0.684
1999,E Burke,LF,853.0,3508.0,744.0,979.0,142.0,57.0,30.0,410.0,317.0,228,291.0,--,0.279,0.352,0.378,0.73
2000,L Matuszek,1B,378.0,820.0,113.0,192.0,40.0,5.0,30.0,119.0,88.0,168,8.0,10,0.234,0.309,0.405,0.714
2001,C Parmelee,1B,311.0,917.0,89.0,227.0,48.0,3.0,30.0,98.0,79.0,239,1.0,5,0.248,0.313,0.405,0.718
2002,D Rader,C,846.0,2405.0,254.0,619.0,107.0,12.0,30.0,235.0,245.0,180,8.0,4,0.257,0.326,0.349,0.675
2003,S Brye,CF,697.0,1997.0,237.0,515.0,97.0,13.0,30.0,193.0,144.0,276,16.0,14,0.258,0.309,0.365,0.674
2004,B Browne,LF,349.0,869.0,94.0,205.0,37.0,10.0,30.0,102.0,101.0,273,5.0,6,0.236,0.318,0.405,0.723
2005,D Heep,RF,883.0,1961.0,208.0,503.0,96.0,6.0,30.0,229.0,220.0,242,12.0,14,0.257,0.33,0.357,0.687
2006,L Matos,RF,508.0,1605.0,212.0,410.0,84.0,9.0,30.0,140.0,108.0,297,72.0,24,0.255,0.312,0.375,0.687
2007,F Brower,RF,452.0,1297.0,206.0,371.0,74.0,20.0,30.0,205.0,168.0,84,17.0,14,0.286,0.379,0.443,0.822
2008,N Hanlon,CF,1267.0,5074.0,930.0,1317.0,159.0,79.0,30.0,517.0,471.0,357,329.0,--,0.26,0.325,0.34,0.665
2009,J Brohamer,2B,805.0,2500.0,262.0,613.0,91.0,12.0,30.0,227.0,221.0,178,9.0,17,0.245,0.305,0.327,0.632
2010,S Hale,3B,884.0,2915.0,422.0,880.0,157.0,54.0,30.0,392.0,130.0,218,41.0,20,0.302,0.336,0.424,0.76
2011,J Hairston,LF,859.0,1699.0,216.0,438.0,91.0,6.0,30.0,205.0,282.0,240,4.0,4,0.258,0.362,0.371,0.733
2012,C Neeman,C,376.0,1002.0,93.0,224.0,35.0,4.0,30.0,97.0,79.0,221,1.0,0,0.224,0.284,0.356,0.64
2013,P Mackanin,2B,548.0,1570.0,161.0,355.0,63.0,12.0,30.0,141.0,76.0,290,27.0,12,0.226,0.263,0.339,0.602
2014,W Cruise,LF,737.0,2321.0,293.0,644.0,83.0,39.0,30.0,272.0,238.0,250,49.0,15,0.277,0.348,0.386,0.734
2015,D Zwilling,OF,63.0,1280.0,167.0,364.0,76.0,15.0,30.0,202.0,128.0,139,46.0,--,0.284,0.351,0.438,0.789
2016,D Barton,1B,551.0,1744.0,242.0,431.0,94.0,11.0,30.0,184.0,290.0,348,13.0,7,0.247,0.356,0.365,0.721
2017,J Gosger,CF,706.0,1815.0,197.0,411.0,67.0,16.0,30.0,177.0,217.0,316,25.0,18,0.226,0.309,0.331,0.64
2018,E Goodson,1B,515.0,1266.0,108.0,329.0,51.0,2.0,30.0,170.0,63.0,135,1.0,3,0.26,0.297,0.374,0.671
