,player_name,position,games,at_bats,runs,hits,doubles,triples,home_runs,RBI,walks,strikeouts,stolen base ,caught_stealing,AVG,on_base_%,slugging_%,OPS
770,L Thomas,OF,1027.0,3324.0,405.0,847.0,111.0,22.0,106.0,428.0,332.0,397,25.0,11,0.255,0.327,0.397,0.724
771,R Hansen,SS,1384.0,4311.0,446.0,1007.0,156.0,17.0,106.0,501.0,551.0,643,9.0,14,0.234,0.32,0.351,0.671
772,W Kurowski,3B,916.0,3229.0,518.0,925.0,162.0,32.0,106.0,529.0,369.0,332,19.0,--,0.286,0.366,0.455,0.821
773,D Brouthers,1B,2.0,6711.0,1523.0,2296.0,460.0,205.0,106.0,1296.0,840.0,238,256.0,--,0.342,0.423,0.519,0.942
774,R Brogna,1B,848.0,2958.0,379.0,795.0,176.0,13.0,106.0,458.0,227.0,655,32.0,16,0.269,0.32,0.445,0.765
775,T Plouffe,3B,830.0,2933.0,364.0,710.0,155.0,10.0,106.0,379.0,246.0,676,12.0,11,0.242,0.304,0.41,0.714
776,S Hatteberg,1B,1314.0,4226.0,538.0,1153.0,249.0,7.0,106.0,527.0,562.0,503,3.0,8,0.273,0.361,0.41,0.771
777,I Meusel,LF,1290.0,4900.0,701.0,1521.0,250.0,93.0,106.0,819.0,269.0,199,113.0,53,0.31,0.348,0.464,0.812
778,F Bolling,2B,1540.0,5562.0,692.0,1415.0,221.0,40.0,106.0,556.0,462.0,558,40.0,38,0.254,0.313,0.366,0.679
779,B Cerv,LF,829.0,2261.0,320.0,624.0,96.0,26.0,105.0,374.0,212.0,392,12.0,10,0.276,0.34,0.481,0.821
780,M Devereaux,CF,1086.0,3740.0,491.0,949.0,170.0,33.0,105.0,480.0,296.0,635,86.0,56,0.254,0.308,0.401,0.709
781,M Ellis,2B,1435.0,5117.0,690.0,1343.0,257.0,25.0,105.0,550.0,438.0,801,82.0,29,0.262,0.327,0.384,0.711
782,D Spencer,SS,1098.0,3689.0,457.0,901.0,145.0,20.0,105.0,428.0,449.0,516,13.0,7,0.244,0.327,0.38,0.707
783,D Nilsson,C,837.0,2779.0,389.0,789.0,157.0,10.0,105.0,470.0,320.0,424,15.0,18,0.284,0.356,0.461,0.817
784,G Grantham,2B,1445.0,4989.0,912.0,1508.0,292.0,93.0,105.0,712.0,717.0,526,132.0,53,0.302,0.392,0.461,0.853
785,D Walker,RF,1906.0,6740.0,1037.0,2064.0,376.0,96.0,105.0,1023.0,817.0,325,59.0,10,0.306,0.383,0.437,0.82
786,A Avila,C,1052.0,3060.0,352.0,714.0,155.0,9.0,105.0,397.0,528.0,1068,8.0,8,0.233,0.348,0.393,0.741
787,J Cust,DH,670.0,2107.0,311.0,510.0,96.0,2.0,105.0,323.0,444.0,819,6.0,6,0.242,0.374,0.439,0.813
788,F Frisch,2B,2311.0,9112.0,1532.0,2880.0,466.0,138.0,105.0,1244.0,728.0,272,419.0,74,0.316,0.369,0.432,0.801
789,M Morse,LF,832.0,2569.0,296.0,705.0,139.0,8.0,105.0,355.0,178.0,668,6.0,6,0.274,0.331,0.457,0.788
790,M Whiten,RF,940.0,3104.0,465.0,804.0,129.0,20.0,105.0,423.0,378.0,712,78.0,40,0.259,0.341,0.415,0.756
791,B Boone,C,2264.0,7245.0,679.0,1838.0,303.0,26.0,105.0,826.0,663.0,608,38.0,50,0.254,0.315,0.346,0.661
792,I Happ,LF,681.0,2135.0,308.0,533.0,116.0,10.0,105.0,309.0,278.0,708,37.0,17,0.25,0.34,0.461,0.801
793,J Ellsbury,CF,1235.0,4846.0,749.0,1376.0,241.0,47.0,104.0,512.0,399.0,737,343.0,71,0.284,0.342,0.417,0.759
794,X Nady,RF,961.0,2969.0,365.0,797.0,159.0,7.0,104.0,410.0,189.0,626,19.0,8,0.268,0.323,0.432,0.755
795,J Piersall,CF,1734.0,5890.0,811.0,1604.0,256.0,52.0,104.0,591.0,524.0,583,115.0,57,0.272,0.332,0.386,0.718
796,J Roseboro,C,1585.0,4847.0,512.0,1206.0,190.0,44.0,104.0,548.0,547.0,677,67.0,56,0.249,0.326,0.371,0.697
797,V Guerrero Jr.,1B,507.0,1937.0,300.0,550.0,104.0,5.0,104.0,313.0,213.0,356,13.0,5,0.284,0.358,0.504,0.862
798,I Calderon,RF,924.0,3312.0,470.0,901.0,200.0,25.0,104.0,444.0,306.0,556,97.0,49,0.272,0.333,0.442,0.775
799,F Stubbs,1B,945.0,2591.0,323.0,602.0,109.0,12.0,104.0,348.0,260.0,626,74.0,28,0.232,0.303,0.404,0.707
800,D Murphy,LF,1110.0,3467.0,440.0,950.0,203.0,16.0,104.0,472.0,316.0,575,54.0,28,0.274,0.333,0.432,0.765
801,E Battey,C,1141.0,3586.0,393.0,969.0,150.0,17.0,104.0,449.0,421.0,470,13.0,12,0.27,0.349,0.409,0.758
802,K Daniels,LF,727.0,2338.0,391.0,666.0,125.0,8.0,104.0,360.0,365.0,493,87.0,26,0.285,0.382,0.479,0.861
803,P Polanco,2B,1927.0,7214.0,1009.0,2142.0,348.0,32.0,104.0,723.0,429.0,538,81.0,30,0.297,0.343,0.397,0.74
804,J Cantu,1B,847.0,3128.0,367.0,847.0,203.0,5.0,104.0,476.0,189.0,559,11.0,4,0.271,0.316,0.439,0.755
805,J Tabor,3B,1005.0,3788.0,473.0,1021.0,191.0,29.0,104.0,598.0,286.0,377,69.0,54,0.27,0.322,0.418,0.74
806,G Hamner,SS,1531.0,5839.0,711.0,1529.0,272.0,62.0,104.0,708.0,351.0,432,35.0,14,0.262,0.303,0.383,0.686
807,R Doumit,C,980.0,3093.0,350.0,818.0,191.0,7.0,104.0,413.0,232.0,621,12.0,6,0.264,0.324,0.432,0.756
808,O Merced,RF,1391.0,3998.0,564.0,1108.0,229.0,28.0,103.0,585.0,487.0,661,57.0,29,0.277,0.355,0.426,0.781
809,F Lindstrom,3B,1439.0,5611.0,895.0,1747.0,301.0,81.0,103.0,779.0,334.0,276,84.0,10,0.311,0.351,0.449,0.8
810,B Skinner,LF,1381.0,4318.0,642.0,1198.0,197.0,58.0,103.0,531.0,485.0,646,67.0,36,0.277,0.351,0.421,0.772
811,T Gonzalez,CF,1559.0,5195.0,690.0,1485.0,238.0,57.0,103.0,615.0,467.0,706,79.0,61,0.286,0.35,0.413,0.763
812,D Gernert,1B,835.0,2493.0,357.0,632.0,104.0,8.0,103.0,402.0,363.0,462,10.0,11,0.254,0.351,0.426,0.777
813,B McRae,CF,1354.0,5114.0,734.0,1336.0,264.0,58.0,103.0,532.0,488.0,824,196.0,86,0.261,0.331,0.396,0.727
814,R Jackson,3B,955.0,3203.0,412.0,835.0,115.0,44.0,103.0,415.0,281.0,382,36.0,16,0.261,0.32,0.421,0.741
815,M Canha,LF,790.0,2619.0,420.0,650.0,132.0,13.0,103.0,357.0,306.0,650,32.0,10,0.248,0.349,0.426,0.775
816,J Johnstone,RF,1748.0,4703.0,578.0,1254.0,215.0,38.0,102.0,531.0,429.0,632,50.0,54,0.267,0.329,0.394,0.723
817,S Yeager,C,1268.0,3584.0,357.0,816.0,118.0,16.0,102.0,410.0,342.0,726,14.0,18,0.228,0.298,0.355,0.653
818,G Sisler,1B,2054.0,8267.0,1282.0,2810.0,425.0,164.0,102.0,1175.0,472.0,327,375.0,127,0.34,0.379,0.468,0.847
819,L Piniella,LF,1747.0,5867.0,651.0,1705.0,305.0,41.0,102.0,766.0,368.0,541,32.0,41,0.291,0.333,0.409,0.742
820,O Brown,RF,1221.0,3642.0,404.0,964.0,144.0,11.0,102.0,454.0,314.0,616,30.0,27,0.265,0.324,0.394,0.718
821,P DeJong,SS,617.0,2154.0,300.0,501.0,107.0,4.0,102.0,306.0,192.0,628,19.0,9,0.233,0.306,0.428,0.734
822,J Oliver,C,1076.0,3367.0,320.0,831.0,174.0,3.0,102.0,476.0,248.0,637,13.0,13,0.247,0.299,0.391,0.69
823,E Soderholm,3B,894.0,2894.0,402.0,764.0,120.0,14.0,102.0,383.0,295.0,359,18.0,21,0.264,0.335,0.421,0.756
824,D Swanson,SS,830.0,3055.0,435.0,782.0,162.0,13.0,102.0,413.0,291.0,820,58.0,23,0.256,0.322,0.418,0.74
825,D Menke,SS,1598.0,5071.0,605.0,1270.0,225.0,40.0,101.0,606.0,698.0,853,34.0,54,0.25,0.343,0.37,0.713
826,D Dellucci,RF,1099.0,2873.0,431.0,736.0,141.0,35.0,101.0,398.0,322.0,714,41.0,25,0.256,0.338,0.435,0.773
827,W Moryn,RF,785.0,2506.0,324.0,667.0,116.0,16.0,101.0,354.0,251.0,393,7.0,7,0.266,0.335,0.446,0.781
828,G Berroa,DH,779.0,2506.0,379.0,692.0,113.0,9.0,101.0,382.0,276.0,510,19.0,16,0.276,0.349,0.449,0.798
829,E Delahanty,LF,304.0,7505.0,1599.0,2596.0,522.0,185.0,101.0,1464.0,741.0,244,455.0,--,0.346,0.411,0.505,0.916
830,G Altman,RF,991.0,3091.0,409.0,832.0,132.0,34.0,101.0,403.0,268.0,572,52.0,22,0.269,0.329,0.432,0.761
831,D Concepcion,SS,2488.0,8723.0,993.0,2326.0,389.0,48.0,101.0,950.0,736.0,1186,321.0,109,0.267,0.322,0.357,0.679
832,H Wagner,SS,2302.0,10430.0,1736.0,3430.0,640.0,252.0,101.0,1732.0,963.0,327,722.0,15,0.329,0.392,0.466,0.858
833,H Leiber,CF,813.0,2805.0,410.0,808.0,137.0,24.0,101.0,518.0,274.0,319,5.0,--,0.288,0.356,0.462,0.818
834,J Villar,2B,1032.0,3530.0,482.0,899.0,161.0,19.0,101.0,343.0,344.0,1045,239.0,66,0.255,0.322,0.397,0.719
835,C Curtis,CF,1204.0,4017.0,648.0,1061.0,195.0,16.0,101.0,461.0,510.0,676,212.0,98,0.264,0.349,0.396,0.745
836,N McLouth,CF,1045.0,3257.0,521.0,803.0,191.0,19.0,101.0,333.0,366.0,639,133.0,24,0.247,0.332,0.41,0.742
837,A Galan,LF,1742.0,5937.0,1004.0,1706.0,336.0,74.0,100.0,830.0,979.0,393,123.0,0,0.287,0.39,0.419,0.809
838,D Sims,C,843.0,2422.0,263.0,580.0,80.0,6.0,100.0,310.0,338.0,483,6.0,16,0.239,0.34,0.401,0.741
839,M Prado,3B,1458.0,5373.0,664.0,1542.0,316.0,27.0,100.0,609.0,385.0,676,40.0,28,0.287,0.335,0.412,0.747
840,M DeRosa,3B,1241.0,3633.0,538.0,975.0,196.0,12.0,100.0,494.0,358.0,707,23.0,18,0.268,0.34,0.412,0.752
841,R Velarde,2B,1273.0,4244.0,633.0,1171.0,214.0,23.0,100.0,445.0,463.0,853,78.0,37,0.276,0.352,0.408,0.76
842,M Jacobs,1B,569.0,1949.0,248.0,493.0,116.0,6.0,100.0,312.0,170.0,492,5.0,2,0.253,0.313,0.473,0.786
843,A Hicks,LF,871.0,2810.0,419.0,648.0,111.0,14.0,100.0,351.0,413.0,702,65.0,26,0.231,0.33,0.387,0.717
844,J Kruk,1B,1200.0,3897.0,582.0,1170.0,199.0,34.0,100.0,592.0,649.0,701,58.0,31,0.3,0.397,0.446,0.843
845,Y Alonso,1B,1072.0,3362.0,391.0,872.0,181.0,2.0,100.0,426.0,366.0,648,22.0,8,0.259,0.332,0.404,0.736
846,B Bochte,1B,1538.0,5233.0,643.0,1478.0,250.0,21.0,100.0,658.0,653.0,662,43.0,41,0.282,0.36,0.396,0.756
847,G Blum,3B,1389.0,3966.0,446.0,990.0,206.0,15.0,99.0,479.0,332.0,667,19.0,19,0.25,0.31,0.384,0.694
848,C Wilson,1B,698.0,2010.0,303.0,527.0,100.0,14.0,99.0,292.0,198.0,643,14.0,7,0.262,0.353,0.474,0.827
849,G Atkins,3B,817.0,2928.0,399.0,835.0,169.0,7.0,99.0,488.0,291.0,449,8.0,4,0.285,0.35,0.449,0.799
850,D DeJesus,CF,1472.0,5220.0,740.0,1434.0,288.0,65.0,99.0,573.0,510.0,838,66.0,62,0.275,0.349,0.412,0.761
851,J Grubb,CF,1424.0,4154.0,553.0,1153.0,207.0,29.0,99.0,475.0,566.0,558,27.0,33,0.278,0.366,0.413,0.779
852,M Irvin,LF,764.0,2499.0,366.0,731.0,97.0,31.0,99.0,443.0,351.0,220,28.0,7,0.293,0.383,0.475,0.858
853,C Paquette,3B,814.0,2591.0,304.0,620.0,128.0,10.0,99.0,376.0,120.0,620,27.0,13,0.239,0.274,0.411,0.685
854,Y Alvarez,LF,371.0,1339.0,251.0,398.0,91.0,3.0,99.0,288.0,181.0,350,2.0,1,0.297,0.385,0.591,0.976
855,G Torres,2B,579.0,2108.0,293.0,558.0,100.0,2.0,99.0,312.0,203.0,513,38.0,15,0.265,0.331,0.455,0.786
856,G Wilson,RF,1201.0,4151.0,451.0,1098.0,209.0,26.0,98.0,521.0,253.0,672,27.0,25,0.265,0.306,0.398,0.704
857,F Crosetti,SS,1683.0,6277.0,1006.0,1541.0,260.0,65.0,98.0,649.0,792.0,799,113.0,62,0.245,0.341,0.354,0.695
858,O Virgil,C,739.0,2258.0,258.0,549.0,84.0,6.0,98.0,307.0,248.0,453,4.0,5,0.243,0.324,0.416,0.74
859,C Knoblauch,2B,1632.0,6366.0,1132.0,1839.0,322.0,64.0,98.0,615.0,804.0,730,407.0,117,0.289,0.378,0.406,0.784
860,O Albies,2B,627.0,2502.0,401.0,678.0,153.0,25.0,98.0,347.0,180.0,469,63.0,18,0.271,0.322,0.47,0.792
861,T Hollandsworth,LF,1118.0,3191.0,451.0,871.0,192.0,22.0,98.0,401.0,262.0,701,75.0,43,0.273,0.328,0.439,0.767
862,H Evers,LF,1142.0,3801.0,556.0,1055.0,187.0,41.0,98.0,565.0,415.0,420,45.0,36,0.278,0.353,0.426,0.779
863,L Smith,LF,1613.0,5170.0,909.0,1488.0,273.0,58.0,98.0,533.0,623.0,849,370.0,140,0.288,0.371,0.42,0.791
864,M Barrett,C,1054.0,3512.0,398.0,925.0,220.0,21.0,98.0,424.0,279.0,480,11.0,17,0.263,0.32,0.422,0.742
865,G Coleman,1B,773.0,2384.0,282.0,650.0,102.0,11.0,98.0,387.0,177.0,333,9.0,8,0.273,0.324,0.448,0.772
866,W Castillo,C,726.0,2462.0,251.0,626.0,126.0,1.0,98.0,339.0,183.0,691,5.0,0,0.254,0.313,0.426,0.739
867,G Colbrunn,1B,992.0,2769.0,337.0,801.0,155.0,12.0,98.0,422.0,170.0,444,29.0,21,0.289,0.338,0.46,0.798
868,J Polanco,2B,752.0,2854.0,405.0,772.0,163.0,20.0,98.0,399.0,269.0,553,47.0,29,0.27,0.334,0.445,0.779
869,P Ward,3B,973.0,3060.0,345.0,776.0,136.0,17.0,98.0,427.0,371.0,539,20.0,17,0.254,0.339,0.405,0.744
870,D Espinosa,2B,872.0,2910.0,367.0,644.0,139.0,12.0,98.0,316.0,242.0,943,64.0,24,0.221,0.297,0.378,0.675
871,B Hobson,3B,738.0,2556.0,314.0,634.0,107.0,23.0,98.0,396.0,183.0,569,11.0,9,0.248,0.297,0.423,0.72
872,B Buxton,CF,588.0,1968.0,318.0,483.0,114.0,21.0,98.0,255.0,139.0,625,77.0,10,0.245,0.302,0.474,0.776
873,T d'Arnaud,C,714.0,2471.0,305.0,626.0,129.0,6.0,97.0,354.0,194.0,528,2.0,1,0.253,0.313,0.428,0.741
874,B Roberts,2B,1417.0,5531.0,850.0,1527.0,367.0,39.0,97.0,542.0,609.0,844,285.0,73,0.276,0.347,0.409,0.756
875,F Gutierrez,CF,954.0,3032.0,394.0,778.0,150.0,9.0,97.0,361.0,228.0,736,78.0,19,0.257,0.311,0.408,0.719
876,S Crawford,RF,2385.0,9570.0,1391.0,2961.0,458.0,309.0,97.0,1525.0,760.0,104,366.0,30,0.309,0.362,0.452,0.814
877,K Hern?ndez,SS,920.0,2669.0,387.0,640.0,153.0,15.0,99.0,335.0,280.0,600,13.0,5,0.24,0.315,0.42,0.735
878,T d'Arnaud,C,714.0,2471.0,305.0,626.0,129.0,6.0,97.0,354.0,194.0,528,2.0,1,0.253,0.313,0.428,0.741
879,B Roberts,2B,1417.0,5531.0,850.0,1527.0,367.0,39.0,97.0,542.0,609.0,844,285.0,73,0.276,0.347,0.409,0.756
880,S Crawford,RF,2385.0,9570.0,1391.0,2961.0,458.0,309.0,97.0,1525.0,760.0,104,366.0,30,0.309,0.362,0.452,0.814
881,K Pillar,LF,1033.0,3607.0,460.0,934.0,217.0,15.0,97.0,391.0,154.0,640,92.0,32,0.259,0.296,0.408,0.704
882,J Castro,C,952.0,2981.0,368.0,678.0,166.0,9.0,97.0,325.0,347.0,970,6.0,2,0.227,0.312,0.387,0.699
883,C Anson,1B,2276.0,9101.0,1719.0,3011.0,528.0,124.0,97.0,1879.0,952.0,294,247.0,--,0.331,0.396,0.446,0.842
884,J Vander Wal,RF,1372.0,2751.0,374.0,717.0,170.0,18.0,97.0,430.0,385.0,698,38.0,20,0.261,0.351,0.441,0.792
885,F Gutierrez,CF,954.0,3032.0,394.0,778.0,150.0,9.0,97.0,361.0,228.0,736,78.0,19,0.257,0.311,0.408,0.719
886,W Westrum,C,920.0,2322.0,302.0,503.0,59.0,8.0,96.0,315.0,489.0,514,10.0,5,0.217,0.356,0.373,0.729
887,B Carbo,RF,1010.0,2733.0,372.0,722.0,140.0,9.0,96.0,358.0,538.0,611,26.0,18,0.264,0.387,0.427,0.814
888,H Baker,3B,1575.0,5984.0,887.0,1838.0,315.0,103.0,96.0,987.0,473.0,182,235.0,28,0.307,0.363,0.442,0.805
889,G Polanco,RF,823.0,2883.0,399.0,696.0,156.0,19.0,96.0,362.0,287.0,694,98.0,27,0.241,0.309,0.409,0.718
890,D Valencia,3B,865.0,2963.0,360.0,795.0,154.0,12.0,96.0,397.0,217.0,651,11.0,16,0.268,0.317,0.426,0.743
891,J LaRue,C,922.0,2719.0,307.0,628.0,148.0,7.0,96.0,348.0,237.0,760,14.0,11,0.231,0.315,0.396,0.711
892,E Andrus,2B,1952.0,7417.0,1019.0,1999.0,360.0,50.0,96.0,731.0,586.0,1138,336.0,111,0.27,0.325,0.37,0.695
893,R Dempsey,C,1766.0,4692.0,525.0,1093.0,223.0,12.0,96.0,471.0,592.0,736,20.0,19,0.233,0.319,0.347,0.666
894,A Vaughan,SS,1817.0,6622.0,1175.0,2103.0,356.0,128.0,96.0,926.0,937.0,276,118.0,--,0.318,0.406,0.453,0.859
895,M Maldonado,C,1005.0,2960.0,317.0,618.0,117.0,4.0,96.0,325.0,260.0,861,3.0,5,0.209,0.286,0.348,0.634
896,R Karkovice,C,939.0,2597.0,336.0,574.0,120.0,6.0,96.0,335.0,233.0,749,24.0,14,0.221,0.289,0.383,0.672
897,E Thames,1B,605.0,1868.0,286.0,451.0,100.0,17.0,96.0,235.0,207.0,617,18.0,6,0.241,0.325,0.467,0.792
898,D May,CF,1252.0,3670.0,462.0,920.0,130.0,20.0,96.0,422.0,344.0,500,60.0,47,0.251,0.318,0.375,0.693
899,J Mabry,LF,1322.0,3409.0,382.0,898.0,183.0,6.0,96.0,446.0,284.0,717,7.0,12,0.263,0.322,0.405,0.727
900,R Bush,RF,1219.0,3045.0,388.0,763.0,154.0,26.0,96.0,409.0,348.0,505,33.0,29,0.251,0.334,0.413,0.747
901,L Voit,1B,487.0,1616.0,242.0,410.0,69.0,2.0,95.0,272.0,188.0,525,1.0,1,0.254,0.341,0.475,0.816
902,N Johnson,1B,832.0,2698.0,430.0,723.0,173.0,5.0,95.0,398.0,522.0,572,29.0,24,0.268,0.399,0.441,0.84
903,S Spence,OF,1112.0,3871.0,541.0,1090.0,196.0,60.0,95.0,575.0,520.0,248,21.0,23,0.282,0.369,0.437,0.806
904,J Sundberg,C,1962.0,6021.0,621.0,1493.0,243.0,36.0,95.0,624.0,699.0,963,20.0,37,0.248,0.327,0.348,0.675
905,I Goodman,RF,1108.0,3928.0,609.0,1104.0,188.0,85.0,95.0,525.0,382.0,380,49.0,--,0.281,0.352,0.445,0.797
906,R Chirinos,C,714.0,2124.0,275.0,480.0,114.0,5.0,95.0,306.0,231.0,664,5.0,4,0.226,0.319,0.419,0.738
907,M Jorgensen,1B,1633.0,3421.0,429.0,833.0,132.0,13.0,95.0,426.0,532.0,589,58.0,44,0.243,0.347,0.373,0.72
908,P Cavarretta,1B,2030.0,6754.0,990.0,1977.0,347.0,99.0,95.0,920.0,820.0,598,65.0,0,0.293,0.372,0.416,0.788
909,J Morales,RF,1441.0,4528.0,516.0,1173.0,199.0,36.0,95.0,570.0,366.0,567,37.0,57,0.259,0.313,0.382,0.695
910,Z Versalles,SS,1400.0,5141.0,650.0,1246.0,230.0,63.0,95.0,471.0,318.0,810,97.0,48,0.242,0.29,0.367,0.657
911,B Oliver,1B,847.0,2914.0,293.0,745.0,102.0,19.0,94.0,419.0,156.0,562,17.0,14,0.256,0.295,0.4,0.695
912,T Fernandez,SS,2158.0,7911.0,1057.0,2276.0,414.0,92.0,94.0,844.0,690.0,784,246.0,138,0.288,0.347,0.399,0.746
913,L Maye,LF,1288.0,4048.0,533.0,1109.0,190.0,39.0,94.0,419.0,282.0,481,59.0,34,0.274,0.323,0.41,0.733
914,E Taubensee,C,975.0,2874.0,351.0,784.0,151.0,9.0,94.0,419.0,255.0,574,11.0,10,0.273,0.331,0.43,0.761
915,F Pfeffer,2B,1670.0,6555.0,1094.0,1678.0,231.0,119.0,94.0,1019.0,527.0,498,382.0,--,0.256,0.313,0.369,0.682
916,B Bruton,CF,1610.0,6056.0,937.0,1651.0,241.0,102.0,94.0,545.0,482.0,793,207.0,89,0.273,0.328,0.393,0.721
917,Y Gurriel,1B,803.0,3053.0,400.0,868.0,206.0,5.0,94.0,435.0,188.0,372,23.0,9,0.284,0.328,0.447,0.775
918,E Bressoud,SS,1186.0,3672.0,443.0,925.0,184.0,40.0,94.0,365.0,359.0,723,9.0,13,0.252,0.319,0.401,0.72
919,W Adames,SS,574.0,2079.0,303.0,530.0,110.0,3.0,94.0,283.0,205.0,649,25.0,15,0.255,0.322,0.446,0.768
920,T Cuccinello,2B,1704.0,6184.0,730.0,1729.0,334.0,46.0,94.0,884.0,579.0,497,42.0,3,0.28,0.343,0.394,0.737
921,G Wright,SS,1119.0,4153.0,584.0,1219.0,203.0,76.0,94.0,723.0,209.0,407,38.0,13,0.294,0.328,0.447,0.775
922,J Lamb,LF,706.0,2262.0,329.0,533.0,111.0,22.0,94.0,339.0,293.0,676,18.0,12,0.236,0.327,0.429,0.756
923,L Sheets,DH,748.0,2284.0,273.0,607.0,98.0,5.0,94.0,339.0,175.0,351,6.0,12,0.266,0.321,0.437,0.758
924,L Salazar,3B,1302.0,4101.0,438.0,1070.0,144.0,33.0,94.0,455.0,179.0,653,117.0,51,0.261,0.293,0.381,0.674
925,E Durazo,1B,624.0,1948.0,333.0,547.0,108.0,6.0,94.0,330.0,307.0,428,7.0,5,0.281,0.381,0.487,0.868
926,O Hudson,2B,1345.0,4825.0,648.0,1319.0,256.0,66.0,93.0,542.0,483.0,825,85.0,28,0.273,0.341,0.412,0.753
927,D Buford,LF,1286.0,4553.0,718.0,1203.0,157.0,44.0,93.0,418.0,672.0,575,200.0,105,0.264,0.362,0.379,0.741
928,L Mazzilli,CF,1475.0,4124.0,571.0,1068.0,191.0,24.0,93.0,460.0,642.0,627,197.0,90,0.259,0.359,0.385,0.744
929,G Oliver,C,786.0,2216.0,268.0,546.0,111.0,5.0,93.0,320.0,215.0,420,24.0,21,0.246,0.315,0.427,0.742
930,J Logan,SS,1503.0,5244.0,651.0,1407.0,216.0,41.0,93.0,547.0,451.0,472,19.0,13,0.268,0.33,0.378,0.708
931,B Daubach,1B,661.0,2025.0,271.0,525.0,139.0,10.0,93.0,333.0,236.0,541,5.0,3,0.259,0.341,0.476,0.817
932,L Easter,1B,491.0,1725.0,256.0,472.0,54.0,12.0,93.0,340.0,174.0,293,1.0,8,0.274,0.35,0.481,0.831
933,C Jones,LF,1213.0,4263.0,565.0,1196.0,183.0,33.0,93.0,524.0,360.0,702,91.0,48,0.281,0.339,0.404,0.743
934,S Piscotty,RF,726.0,2517.0,322.0,643.0,142.0,9.0,93.0,354.0,225.0,623,23.0,12,0.255,0.324,0.43,0.754
935,R Raburn,LF,947.0,2472.0,340.0,626.0,147.0,13.0,93.0,358.0,210.0,683,16.0,10,0.253,0.316,0.436,0.752
936,N Hundley,C,974.0,3097.0,319.0,766.0,169.0,20.0,93.0,376.0,219.0,810,15.0,18,0.247,0.299,0.405,0.704
937,P Whitney,3B,1539.0,5765.0,696.0,1701.0,303.0,56.0,93.0,927.0,400.0,438,45.0,--,0.295,0.343,0.415,0.758
938,J Landis,CF,1346.0,4288.0,625.0,1061.0,169.0,50.0,93.0,467.0,588.0,767,139.0,51,0.247,0.344,0.375,0.719
939,J Bour,1B,559.0,1714.0,206.0,433.0,71.0,2.0,92.0,303.0,218.0,447,3.0,0,0.253,0.337,0.457,0.794
940,R Carew,1B,2469.0,9315.0,1424.0,3053.0,445.0,112.0,92.0,1015.0,1018.0,1028,353.0,187,0.328,0.393,0.429,0.822
941,F Schulte,LF,1807.0,6533.0,906.0,1766.0,288.0,124.0,92.0,792.0,545.0,515,233.0,17,0.27,0.332,0.395,0.727
942,J Lopez,2B,1036.0,3841.0,421.0,1005.0,215.0,11.0,92.0,480.0,150.0,471,25.0,17,0.262,0.292,0.395,0.687
943,D Stubbs,CF,911.0,2834.0,444.0,687.0,106.0,20.0,92.0,283.0,277.0,972,161.0,34,0.242,0.313,0.391,0.704
944,R Coomer,1B,911.0,3019.0,333.0,827.0,151.0,8.0,92.0,449.0,177.0,429,13.0,7,0.274,0.313,0.421,0.734
945,J Hegan,C,1666.0,4772.0,550.0,1087.0,187.0,46.0,92.0,525.0,456.0,742,15.0,24,0.228,0.295,0.344,0.639
946,D Zimmer,3B,1095.0,3283.0,353.0,773.0,130.0,22.0,91.0,352.0,246.0,678,45.0,25,0.235,0.29,0.372,0.662
947,G Hatton,3B,1312.0,4206.0,562.0,1068.0,166.0,33.0,91.0,533.0,646.0,430,42.0,9,0.254,0.354,0.374,0.728
948,B Virdon,CF,1583.0,5980.0,735.0,1596.0,237.0,81.0,91.0,502.0,442.0,647,47.0,54,0.267,0.316,0.379,0.695
949,H Long,SS,350.0,7673.0,1456.0,2128.0,342.0,97.0,91.0,1055.0,612.0,261,536.0,--,0.277,0.335,0.383,0.718
950,S Pearce,1B,766.0,2256.0,290.0,572.0,131.0,8.0,91.0,303.0,240.0,509,13.0,7,0.254,0.332,0.44,0.772
951,G Harper,RF,1074.0,3398.0,505.0,1030.0,158.0,43.0,91.0,528.0,389.0,208,58.0,34,0.303,0.38,0.455,0.835
952,D Martinez,RF,1919.0,5795.0,795.0,1599.0,238.0,72.0,91.0,580.0,567.0,893,183.0,94,0.276,0.341,0.389,0.73
953,C Gaston,CF,1026.0,3120.0,314.0,799.0,106.0,30.0,91.0,387.0,185.0,693,14.0,7,0.256,0.298,0.397,0.695
954,P Plantier,LF,610.0,1883.0,260.0,457.0,90.0,3.0,91.0,292.0,237.0,476,13.0,15,0.243,0.332,0.439,0.771
955,M Davis,RF,963.0,2999.0,419.0,778.0,161.0,16.0,91.0,371.0,236.0,537,134.0,56,0.259,0.313,0.415,0.728
956,B Brenly,C,871.0,2615.0,321.0,647.0,119.0,7.0,91.0,333.0,318.0,438,45.0,38,0.247,0.33,0.403,0.733
957,K Landreaux,CF,1264.0,4101.0,522.0,1099.0,180.0,45.0,91.0,479.0,299.0,421,145.0,60,0.268,0.317,0.4,0.717
958,M Bordick,SS,1720.0,5770.0,676.0,1500.0,257.0,30.0,91.0,626.0,500.0,800,96.0,58,0.26,0.323,0.362,0.685
959,L Lacy,RF,1523.0,4549.0,650.0,1303.0,207.0,42.0,91.0,458.0,372.0,657,185.0,86,0.286,0.339,0.41,0.749
